episode_number,episode_title,episode_duration,episode_synopsis,original_airdate,american_airdate,url,season_id,series_id
60,Back to the Future – Goku Black's Identity Is Revealed!!,30,"With Zamasu defeated, Beerus is convinced that Future Trunks' timeline has become peaceful once again. Although hesitant, Future Trunks decides to go back to his timeline to make sure that is the case. Goku, Vegeta, and Bulma accompany him. As soon as they arrive, they realize that nothing has changed. Future Zamasu and Goku Black learn of Goku and the others' return. Shortly afterwards, the two groups meet. Goku Black reveals himself to be the version of Zamasu who successfully destroyed Gowasu and was apparently erased by Whis' time powers. Goku Black had protected himself by using the Time Ring. Afterwards, he stole the body of Goku's timeline with the wish granted by the Super Dragon Balls. Goku Black used its potential to grow stronger than Goku himself. ",10/2/2016,4/21/2018,https://drive.google.com/file/d/1u4Ns6X5cqkPY133Z9iDIry0IdHkPa9ES/preview,19,6
61,"Zamasu's Ambition – The Awful ""Zero Mortal Plan"" Is Revealed",30,"Future Zamasu reveals himself to be Zamasu from Future Trunks' alternate timeline, who used the Super Dragon Balls in this timeline to wish for immortality. Goku fights Goku Black and Future Zamasu, but he is outmatched by the two villains. Goku Black tells Goku that after taking over his body, he killed Chi-Chi and Goten just to spite him. Goku is enraged and fights Goku Black and Future Zamasu. He is initially able to hold his own, but he is soon overpowered and knocked out. With Goku defeated, Future Trunks and Vegeta are backed into a corner. Future Zamasu holds Future Trunks and his constant time-traveling responsible for thwarting his plan to eradicate all mortals. This infuriates Future Trunks, who explodes and transforms into an immensely powerful new form of Super Saiyan. ",10/9/2016,4/28/2018,https://drive.google.com/file/d/1Fe7DvqZ9Ooo7fPvbmlXYokV5WhxNL7ue/preview,19,6
62,I'll Protect the World! Trunks' Furious Super Power Explodes!!,30,"While Future Trunks' new form is enough to match Goku Black, Future Trunks is still unable to deal the death blow. Future Trunks tells Vegeta to take Goku back to the past, while he faces their opponents. Goku Black attempts to prevent them from escaping, but he fails to do so. Goku, Vegeta, and Bulma arrive in the present. Vegeta explains what happened in Future Trunks' timeline and Goku Black's origin to Beerus and Whis. Believing they had done their part, Beerus and Whis leave. Meanwhile, Chi-Chi and Gohan meet with Krillin to ask if he knows where Goku went. Krillin hesitates and dodges the question. They leave for Bulma's house to ask her the same question. Once there, they meet Goku in bandages. With everyone present, Piccolo thinks of a new plan. He proposes using Evil Containment Wave, which is an ancient technique used to seal demons in jars. Wondering what the Evil Containment Wave is, Goku quickly teleports to Kame House. Goku spends the night at Master Roshi's house training to master the Evil Containment Wave, while Vegeta trains in the Hyberbolic Time Chamber. ",10/16/2016,,https://drive.google.com/file/d/1xNUTvxBWj3UKUl0nmZySArC9MXVIlccN/preview,19,6
63,Don't Disrespect Saiyan Cells! Vegeta's Heroic Battle Begins!!,30,"Before Goku Black and Zamasu are able to kill him, Future Trunks is saved by the resistance. Future Yajirobe informs Future Trunks that Mai has found Goku Black's hideout. Future Trunks leaves for the hideout. Mai tries to shoot Goku Black, but she misses her shot. Just as Goku Black and Zamasu try to retaliate, Future Trunks intervenes in the nick of time. Future Trunks fights the two again without success. Goku and Vegeta arrive just in time to save him. Goku Black destroys the Time Machine, but Bulma manages to salvage what was left by dousing the fire. Gowasu and Supreme Kai arrive from the past to stop Zamasu from going on a killing spree. Goku Black and Future Zamasu explain that they killed all of the Supreme Kais in the future timeline; during the conversation, it is revealed that Whis and those like him are actually angels. Goku Black tries to kill Gowasu, but Goku and Vegeta stop him. Goku fights Future Zamasu, while Vegeta battles Goku Black. Bulma begins repairing the Time Machine and asks Future Trunks to prepare the seal, which Goku has brought to seal Zamasu. Vegeta gets the upper hand over Goku Black due to his latest training, which he interprets as a tipping point in his latent power that he possesses as the Prince of Saiyans. ",10/23/2016,,https://drive.google.com/file/d/1JB-MPSY2K9HwfE_M1F-9wiEw53GQfpUZ/preview,19,6
64,Revere Him! Praise Him! Fusion Zamasu's Explosive Birth!!,30,"Vegeta continues to overpower Goku Black. Future Zamasu attempts to intervene, but Goku cuts him off. Goku Black realizes that Vegeta's increased power comes from his anger and uses that method to increase his own power. Goku Black distracts Goku and Vegeta by creating many energy duplicates of himself to confuse them, while Future Zamasu goes after Future Trunks, Mai, and Bulma. Bulma attempts to buy time for Future Trunks to prepare the Evil Containment Wave by flirting with Future Zamasu. However, he sees through her trick and knocks her out. This angers Future Trunks, who powers up to his new Super Saiyan form and uses the Evil Containment Wave on Future Zamasu. The Evil Containment Wave works on Future Zamasu, who is sealed within the jar. However, in the present, Master Roshi realizes that he forgot to give Goku the paper amulet that would make the seal permanent. As a result, the seal fails and Future Zamasu breaks out of the jar, which weakened him. Goku Black goes to help him, and Goku and Vegeta follow in pursuit. Realizing that they have underestimated their enemies, Goku Black and Future Zamasu use their Potarra Earrings to fuse into a single immensely powerful being known as Fusion Zamasu. ",10/30/2016,,https://drive.google.com/file/d/1yIvHmY_zQISDwRNg-UwCg2s5Mjpq7N7V/preview,19,6
65,Is This the Final Judgement?! The Ultimate Power of the Absolute God,30,"Fusion Zamasu explains that he possesses the immortality of Future Zamasu as well as Goku Black's Saiyan ability to grow stronger from each fight. He shows off his power and devastates the Earth in the process. Meanwhile, Future Trunks decides to rejoin the fight, while Mai and Bulma are working on the Time Machine. Goku and Vegeta fight Fusion Zamasu, but they are easily defeated. Future Trunks joins the fight, but he is also overpowered. Fusion Zamasu begins charging up an enormous ki blast known as the Holy Wrath to destroy the planet. Future Trunks uses a last-ditch Galick Gun attack to hold him off. Vegeta joins the clash with his own all-out Galick Gun. Surprisingly, their combined attack overpowers Fusion Zamasu's attack and saves the Earth. However, Fusion Zamasu survives unscathed. Vegeta barely saves Future Trunks from a deadly attack by Fusion Zamasu. Vegeta gets knocked out by the blast. Fusion Zamasu charges a second attack, but Goku rejoins the fight and counters it with his Kamehameha attack. ",11/6/2016,,https://drive.google.com/file/d/1ZbOF8TuiF4e1xMPDbti_24rGtMBDaa-0/preview,19,6
66,The Climactic Battle! The Miraculous Power of a Relentless Warrior!,30,"Goku puts all of his power into his Kamehameha, which is able to pierce through Fusion Zamasu's attack and stop him from destroying Earth. In the wake of the explosion, Goku is exhausted, and Fusion Zamasu is injured. When Fusion Zamasu grabs him, Goku overpowers him using his Kaio-ken technique, and knocks Fusion Zamasu back temporarily. However, Goku's use of the Kaio-ken drains all of his energy, and he collapses. Fusion Zamasu regains consciousness and powers up, but he still does not heal properly. Vegeta wonders why Fusion Zamasu is not healing. Gowasu explains that Fusion Zamasu must be mortal since Goku Black was as well. Goku decides that the only way they can win is for him and Vegeta to fuse using Supreme Kai's Potarra Earrings. Vegeta initially refuses until Gowasu explains that a Potarra fusion that does not involve a Kai only lasts for one hour. Goku and Vegeta fuse to become Vegito. Vegito powers up to Super Saiyan Blue, dubbing himself ""Vegito Blue"", and begins fighting Fusion Zamasu. Vegito quickly gains the advantage, but Fusion Zamasu grows even stronger. Gowasu explains that Zamasu's mutation is a result of his anger manifesting in physical form. Meanwhile, Bulma and Mai finish repairing the Time Machine. Mai gives Future Trunks his broken sword, which inspires him to keep fighting. Future Trunks uses his power to restore the sword. Vegito and Fusion Zamasu continue fighting. Vegito is winning until his fusion abruptly ends, due to strain from his immense power. Fusion Zamasu begins to pummel Goku and Vegeta until Future Trunks arrives to help. Future Trunks unknowingly begins gathering energy from all living things on Earth, creating a Spirit Bomb, which he then channels into his sword. With this new power, Future Trunks runs his sword through Fusion Zamasu and cuts him in half. ",11/13/2016,,https://drive.google.com/file/d/1RffWX3oxW3TivI24tNWw8VLCASU7lT6d/preview,19,6
67,With New Hope!! In Our Hearts Ã¢‚¬€œ Farewell Trunks,30,"Fusion Zamasu expresses his disbelief that a mortal could defeat him and then disintegrates. However, as everyone exchanges congratulations, Fusion Zamasu's essence returns and begins spreading over the entire planet. Gowasu explains that Zamasu has cast off his physical form and is trying to physically merge his spirit and energy with the entire universe. Zamasu begins raining destruction down on the Earth and annihilates everything and everyone on the planet except Goku and the others. Zamasu's power is even felt in the present timeline, where Beerus and Whis sense it. Goku looks for another Senzu bean in his pocket, but instead he finds the button that Grand Zenō gave him in the present timeline. Goku presses the button and Future Grand Zenō appears. After Goku explains the situation, Future Grand Zenō decides to erase the future timeline due to the corruption that Zamasu has caused. Gowasu and Supreme Kai teleport away, while Goku and the others escape using the Time Machine. Future Grand Zenō erases the entire future timeline and Fusion Zamasu. After the others return to the present, Goku and Future Trunks return to what is left of the future timeline. They retrieve Future Grand Zenō and bring him back to the present with them. Goku and Whis bring Future Grand Zenō to meet the present Grand Zenō, which fulfills Goku's promise to provide the present Grand Zenō with a friend to play with. Whis also meets another angel, the Grand Minister, who is revealed to be his father, and invites him to visit Universe Seven. In the aftermath, Whis devises a solution for Future Trunks and Future Mai. Whis explains that they can return to the future timeline before Zamasu became a threat, which would create a new and safe version of the future timeline with the price of there being two duplicates of both Future Trunks and Future Mai living in the new timeline. Future Trunks and Future Mai accept Whis' solution and use the time machine to travel to their new future. ",11/20/2016,,https://drive.google.com/file/d/1vVciDxEjakS_MFdxao01PKKBriRdXyDq/preview,19,6
68,Come Forth Shenron! Whose Wish Will Be Granted?!,30,"Bulma is secretly trying to build a new Time Machine, but she has so far been unsuccessful. Goku decides to gather the Dragon Balls and use them to revive King Kai. However, Bulma wants to use them to acquire a rare mineral that she needs for the Time Machine, which can only be found at the Earth's core. Wanting to taste more Earth food, Beerus and Whis return to Earth. Bulma takes them to a seafood restaurant and attempts to keep them from finding out about the Time Machine as they had previously forbidden her from making another Time Machine. Goku gathers the Dragon Balls and summons Shenron. Before Goku can make his wish, several others show up who want to make their respective wishes. As the others are all fighting over the wishes, Gohan arrives with Pan, who is sick and suffering from a severe fever. Goku and the others immediately allow Gohan to use one of the two wishes to heal Pan. After Gohan and Pan leave, the others resume fighting over the remaining wish. Bulma manages to talk everyone else out of making wishes by solving their problems herself. Goku still insists on getting his wish granted. Bulma agrees, but she convinces Goku to go to the Earth's core and retrieve the rare mineral she needs in exchange for letting him use the wish. Beerus and Whis finish eating and leave the restaurant. They spot Shenron and promptly go to the scene, and they find Goku at the Earth's core. Having deduced that Bulma is trying to make another Time Machine, Beerus destroys both the mineral and the Time Machine. Just as Goku is about to make his wish, the Dragon Balls deactivate and scatter around the Earth. Goku promises to revive King Kai as soon as the Dragon Balls reactivate. ",11/27/2016,,https://drive.google.com/file/d/1k6l5KSHMPXdpl4mGM5p-EzAJFRxT65Nj/preview,19,6
69,Goku vs. Arale! A Ridiculous Battle Will End the Earth?!,30,"Vegeta, Bulma, and Trunks attend a science competition that Bulma is participating in, which is hosted by Mr. Satan, while Goku is hired to work security for the event. Dr. Senbei Norimaki of Penguin Village, who has created a device that can create any item its user can think of out of thin air, wins the award. Dr. Norimaki's nemesis, Dr. Mashirito, appears as a ghost, and reveals that he has used a chemical called Playtine-X to gain control over Norimaki's powerful robot daughter, Arale Norimaki. Vegeta attempts to stop Arale, but her overwhelming strength and seeming ability to defy the laws of physics are too much for him. She sends him flying into the distance. Goku transforms into Super Saiyan Blue and begins fighting Arale. They initially seem to be evenly matched, but it becomes apparent that their battle could easily destroy the Earth. Dr. Norimaki is able to use his new invention to distract Arale temporarily. Meanwhile, Bulma uses the invention to conjure up a mass of delicious food, which immediately attracts Beerus, who had been taking a nap. Dr. Mashirito confronts Beerus, who promptly obliterates him. Beerus also easily overpowers Arale. Just as Beerus is about to destroy her, the food he has eaten causes him severe stomach pain, which prompts him to rush home with Whis immediately. Shortly after, Dr. Norimaki and Arale leave and return home. Goku and Arale agree to fight again in the future. ",12/4/2016,,https://drive.google.com/file/d/1OR7_WDjTcV_ZZ2EYFm-6Lmdd_jjKzvO2/preview,19,6
70,Champas Challenge! This Time We Fight with Baseball!!,30,"Champa contacts Beerus and challenges him to a game of baseball  as a way of reconciling Universes Six and Seven. The baseball game is arranged to be held on Universe Seven's Earth. Champa explains to Vados that he intends to use the game as an opportunity to steal food from Earth. The game begins with Goku initially unsuccessful as the pitcher for Beerus' team due to his lack of experience. Yamcha, who has extensive experience playing baseball, steps up and gives the Universe Seven team an advantage. However, he is injured several times over the course of the game by Vegeta, who is playing on the Universe Six team with Champa. Champa and Beerus end up fighting, which almost destroys the planet. Whis and Vados intervene and call the game off. Vados reveals that Yamcha, despite his injuries, made it to home plate and scored a run before the game was called off, thereby winning the game for Universe Seven. Champa and his team return to Universe Six. Champa has seemingly forgotten his goal of stealing Universe Seven's Earth's food, as he has already become obsessed with training to prepare for a rematch. ",12/11/2016,,https://drive.google.com/file/d/1CXlO1AKAdsEKqFJiQzWw1Jcad7TdObZ8/preview,19,6
71,The Death of Goku! The Guaranteed Assassination Mission,30,"Goku begins acting strangely. He admits to Gohan and Goten that he thinks someone wants to kill him. Meanwhile, in Universe Six, Hit carries out an assassination mission by killing a crime boss. His next target is revealed to be Goku. Goku senses Hit coming and flies to a remote area so that their fight would not put anyone else in danger. Hit arrives to kill Goku. Goku charges at Hit, but he cannot hit him. Hit seemingly kills Goku with a single blow to the chest and disappears just before Piccolo, Gohan, and Goten arrive and find Goku's body. ",12/18/2016,,https://drive.google.com/file/d/1ojrJFC0bzQ_nbknkBnp04GsA4lIEFOMS/preview,19,6
72,Will There Be a Counterattack?! The Invisible Killing Strike!!,30,"Piccolo tries to revive Goku to no avail, but Goku had fired an energy blast in the air shortly before he was killed, reviving him. Goku learns that Hit's assassination technique is an invisible energy blast. Goku shocks Hit by being the first person to ever dodge this technique, but he is still unable to land a blow on Hit and remains at a disadvantage. Meanwhile, Champa and Vados come to see the fight. They are later joined by Vegeta, Beerus, and Whis. Vados explains how Hit is able to use his secret technique, which makes him seemingly untouchable. In the midst of the battle, Goku fires his Kamehameha attack, which proves to be powerful enough to knock out both Hit and himself. In the aftermath, Goku reveals to Vegeta, Champa, and Beerus that he had hired Hit, because he wanted to fight him at full strength, and that Whis and Vados were involved in his plan as well. ",12/25/2016,,https://drive.google.com/file/d/1mQl6Ga39Kpm0nvGMDnu3_tJlLMTOGsT0/preview,19,6
73,Gohans Misfortune! An Unexpected Great Saiyaman Movie?!,30,"Mr. Satan reveals to Videl and Gohan that he is starring in a new superhero film: ""Great Saiyaman vs. Mister Satan""! As Videl, Gohan, and Pan check out the film set, the lead in the film a famous but self-absorbed actor named Barry Kahn – becomes enamored with Videl and tries to woo her. Videl rejects Barry in front of the entire film crew, which angers him. Seeking revenge on Videl for his humiliation, Barry convinces Gohan to take over as the main stuntman for the film in order to embarrass and potentially maim him. As Gohan is the real Great Saiyaman, he uses his powers to easily take on the role. Gohan later dons the suit again for a fight against a pair of bank robbers. When the film crew accuses Gohan of using the suit and stopping the bank robbery, Bulma bails him out. However, Gohan's identity is accidentally revealed to Cocoa, who is a starlet in the film. Cocoa blackmails Gohan into flying her around the city. Meanwhile, Jaco chases after a being known as Watagashi, which is an extraterrestrial parasitic criminal that possesses its hosts. Suspecting that ""The Great Saiyaman"" might be the host of Watagashi, Jaco attacks Gohan with a vaporizing cannon. ",1/8/2017,,https://drive.google.com/file/d/1QPFpf_RbLE9KWmsDAdd7kaquVE8mbKwd/preview,19,6
74,For the Ones He Loves! The Unbeatable Great Saiyaman!!,30,"Gohan manages to dodge Jaco's cannon blast and learns of Watagashi's ability to possess its hosts. Cocoa brings Gohan back to her apartment to rehearse, but she hides the fact that she was forced by Barry to let photos be taken of the pair for the tabloids. She has a secret change of heart and does not let the photos get taken in her room. When the pair go to the roof the next morning, Barry gets the pictures of Gohan getting a kiss from Cocoa and revealing himself as Great Saiyaman. Barry immediately brings the photos to Videl in an attempt to expose Gohan as a cheater. As he tries to woo Videl again, she sees through Barry's act and refuses his advances. Watagashi finds and possesses Barry by turning him into a powerful monster in the process. The possessed Barry dispatches Gohan and kidnaps Pan. He seeks a final showdown with Gohan. Barry proves formidable. Gohan is nearly killed in the struggle. Videl and Pan express complete faith in Gohan's desire to protect them and call out for his aid. Gohan transforms into ""Super Great Saiyaman"" and knocks out Barry, which separates him from Watagashi in the process. The film becomes a hit. Cocoa blackmails Barry into keeping Gohan's secret with the knowledge that Barry was the monster that attacked the city. Now seeing him as less of a threat, Jaco lets Watagashi escape. ",1/15/2017,,https://drive.google.com/file/d/1kdbcMtjpv-WLQhZ4nCWiXhNA6BUl-5Rk/preview,19,6
75,Goku and Krillin Back to the Old Training Grounds,30,"Goku seeks a sparring partner to train with, but he laments being unable to find a suitable opponent. On Goten's suggestion, Goku goes to ask Krillin, who is still working as a police officer. Krillin is grazed by a bullet during a shootout with a pair of burglars, but they are easily disarmed by Goku. Krillin declines Goku's offer to spar. He knows he would be no challenge for Goku and that he has given up martial arts for good. Krillin is chastised by Android 18, who says the strong man she fell in love with could never be harmed by a bullet. Her words lead Krillin to reconsider Goku's offer and ultimately accepts it. The two leave for Master Roshi's to train as they did when they were children. Krillin proves to be no match for Goku even though Goku is wearing a heavy suit as a handicap. Sensing Krillin's self-doubt and believing that a different approach is needed, Master Roshi sends his students on a race to a heavily forested island to recover a rare herb. As a reward, Master Roshi offers to teach the winner a secret technique that can immensely increase the user's strength. On the island, Goku and Krillin meet Fortuneteller Baba. They tell her about Master Roshi's challenge. Interested to see what will happen, Baba decides to observe the race using her crystal ball. Goku and Krillin venture into the forest in search of the herb. As they enter, a heavy fog rolls in, where familiar foes emerge. ",1/22/2017,,https://drive.google.com/file/d/10BgCNoG_YKrK6kQVvTFB2oNxdM5gHCKw/preview,19,6
76,Defeat These Terrifying Enemies! Krillins Fighting Spirit Returns!,30,"Android 18 arrives at Master Roshi's house and searches for Krillin. Master Roshi and Fortuneteller Baba explain that Krillin and Goku have entered the ""Forest of Terror,"" which is a place where they have to face illusions of enemies that they had battled before. Master Roshi intended this exercise as a way to help Krillin overcome his lack of confidence. In the forest, Krillin is terrified by what he sees. Among the group of illusions are Tambourine, Frieza, Dabura, and Majin Buu, where all of them previously killed or seriously wounded Krillin. Overcome with fear, Krillin attempts to abandon the race and fly out of the forest. The trees move to block the entrance, which leave Goku and Krillin stranded. The illusions attack and separate Goku and Krillin. Krillin finds himself surrounded by the illusions, but his attacks only make them stronger. After slicing one in half, he discovers that they are powered by his own energy. He heeds Master Roshi's training and calms himself down, which weakens the illusions. As a final challenge, Fortuneteller Baba summons an illusion of Super Shenron, which immediately ensnares Goku. Krillin quickly arrives and frees him. The two of them use a combined Kamehameha blast to destroy the illusion. The illusions turn into the rare herbs that Master Roshi wanted. Goku and Krillin return to Master Roshi's house with bags full of the herb. Master Roshi admits that there is actually no secret technique. Krillin, who has regained his confidence, disagrees. Goku and Krillin soon leave. Krillin returns home, where Android 18 shaves his head. This signals Krillin's decision to pick up his martial arts training once again. ",1/29/2017,,https://drive.google.com/file/d/1BkNWFMROF5VC8p7OCjcwo5TB96iSNSii/preview,19,6
77,Lets Do It Zen-Oh Sama! The All-Universe Martial Arts Tournament!!,30,"The Present Grand Zenō and Future Grand Zenō are playing a game together in their realm, but both have become bored with their monotonous routine. Meanwhile, Goku heads to a local farmer's market to sell his produce and get Chi-Chi off his back about making money. On the way home, he is ambushed by some robbers. Goku defeats them, but he is injured in the process. Deciding that he has grown rusty, Goku and Goten decide to train with Whis. They head to the Capsule Corporation building, where Bulma reveals she is pregnant with her and Vegeta's second child. Goten remains behind to train with Trunks. Vegeta declines to accompany Goku so that he can be with Bulma when she gives birth. Goku heads to Beerus' planet alone. While training with Whis, Goku remembers Grand Zenō's intention to hold a multiverse martial arts tournament. Heedless of Beerus and Whis' warnings, Goku uses Grand Zenō's button to head to his realm and convinces Present Grand Zenō and Future Grand Zenō to hold the tournament. When he returns to Beerus' planet, Beerus angrily berates Goku and explains that Grand Zenō naive and innocent nature combined with his extreme power makes him a danger to the multiverse. Beerus threatens to kill Goku if he steps out of line again. Goku, Beerus, and Whis head to the Sacred World of the Kais, where the Grand Minister arrives. He tells the group to assemble their ten most powerful warriors to compete in the ""Tournament of Power"". ",2/5/2017,,https://drive.google.com/file/d/1RTQsbDzL2OeVX0S6hUg7hO5u82zr_uLM/preview,20,6
78,The Gods of Every Universe in Shock?! Losers Erased in the Tournament of Power,30,"The Grand Minister explains the details of the ""Tournament of Power"" and states that it will be held on ""the World of Void"". It is a place of ""infinite nothingness"", where the competitors can fight without limits. The tournament champion will be granted a wish by the Super Dragon Balls, while the losers and their respective universes will be completely erased from existence. Everyone is horrified by this harsh penalty. Goku suggests asking Grand Zenō and Future Grand Zenō to ignore it, but Whis advises against this. Whis tells Goku that Grand Zenō and Future Grand Zenō has already made up his mind and attempting to change it could be dangerous. Beerus demands that Goku takes responsibility for asking Grand Zenō and Future Grand Zenō to hold the tournament in the first place. Goku declares that he will defeat any opponent he faces. The Grand Minister also reveals that Universes 7 and 9 are to have a smaller exhibition tournament for Future Grand Zenō's benefit. Each universe is to name three fighters. Goku sets off to recruit teammates. After Vegeta refuses, Goku recruits Gohan and Majin Buu, who is accompanied by Mr. Satan to represent Universe 7. Goku also explains the potential penalty to Gohan. Gohan tells Goku to keep the stakes a secret to prevent mass panic. Back at Grand Zenō's and Future Grand Zenō's palace, all the gods from all 12 universes gather. The Grand Minister explains the purpose of the Zen Exhibition Match. He alludes to the possibility of Grand Zenō and Future Grand Zenō erasing the fighters that he deems unfit for the tournament. In the first round, Majin Buu is to fight Basil, a humanoid canine fighter from Universe 9. ",2/12/2017,,ttps://drive.google.com/file/d/19NcW1ijur_z2I1EAbPT8Dr6bO1j_Frzd/preview,20,6
79,Universe 9s Basil the Kicker VS Universe 7s Majin Buu!!,30,"Basil quickly gains the upper hand and beats down Majin Buu, who is not taking the fight seriously and thinks of it as a game. Goku goads Basil into showing his full power to get Majin Buu's attention, which leads to Basil using his ultimate attack. As Roh, the Supreme Kai of Universe 9, claims victory, Majin Buu emerges with a hole in his stomach, but he is otherwise unmoved. Basil and Roh are shocked to see this. Mr. Satan is injured during the attack. He tells Majin Buu to beat Basil before falling unconscious. This enrages Majin Buu to the point, where he effortlessly beats Basil and knocks him out of the ring. However, since neither Grand Zenō and Future Grand Zenō is satisfied with the fight, Basil is allowed to get back into the ring. Roh gives Basil a drug that makes him far more powerful. Although Beerus demands that Basil is disqualified for obvious cheating, Grand Zenō and Future Grand Zenō is entertained by this and allows the fight to continue. The Grand Minister announces that the rules will be improvised as the tournament goes along. Basil overpowers Majin Buu and seemingly beats him, which causes Roh to prematurely gloat about the superiority of Universe 9. However, Majin Buu emerges unscathed and launches a full power attack at Basil. This knocks him out and clinches Universe 7 the victory. As the Universe 9 team laments Basil's loss, Basil's second oldest brother Lavender says that if he is allowed to kill his opponent, which Bergamo gives him permission to do, he can win his match. Gohan volunteers to fight Lavender. ",2/19/2017,,https://drive.google.com/file/d/17NXtCoXR-gZ3zUGaULX9M9LME6op6Vwx/preview,20,6
80,Awaken Your Sleeping Battle Spirit! Gohans Fight!!,30,"As their battle begins, Lavender spits a poison mist into Gohan's eyes and blinds him. Shin offers Gohan a Senzu bean to cure the poison, but Gohan refuses and says he wants to fight with his strength alone. Unable to see, Gohan uses his other senses to track Lavender and scores several blows. Lavender counters by levitating, which eliminates the sound of his footsteps. Gohan responds by powering up to Super Saiyan and bouncing his own ki off of Lavender's body, which uses it as a kind of active radar. Powering up also causes the poison to spread rapidly through Gohan's body. Lavender mounts a comeback. In desperation, Gohan grabs hold of Lavender and launches a kamikaze attack. He drives both of their bodies into the ring at high speed. Lavender is knocked out, but Gohan is so weakened by the poison that he cannot continue. With both fighters down, the match is declared a tie. After Goku feeds Gohan a Senzu bean, the Grand Minister announces to those in attendance that all universes that lose the Tournament of Power will be erased with their respective gods as well. However, Universes 1, 5, 8, and 12 will be exempt from erasure as will the Angels from all universes because their inhabitants are particularly strong. Grand Zenō and Future Grand Zenō had long believed that there were too many universes. He was planning to erase most of them anyway, but the tournament will afford one of the weaker universes the chance to be spared. With the announcement concluded, the ring is repaired in preparation for the final exhibition match where Goku will fight Bergamo , Basil's oldest brother who is also a humanoid canine. ",2/26/2017,,https://drive.google.com/file/d/1rE23pJ8VZgyV3zv_xoFeclBAFU-D3A-S/preview,20,6
81,Bergamo the Crusher Vs Goku! Which One Wields the Limitless Power?!,30,"Before their battle begins, Bergamo denounces Goku before the assembled gods. Bergamo pleads with Grand Zenō and Future Grand Zenō to rescind the rule that the universes that lose the Tournament of Power be erased. Grand Zenō and Future Grand Zenō agree on the condition that Bergamo beats Goku in an all out battle. Grand Minister states that if Goku holds back to cancel the erasure, Grand Zenō and Future Grand Zenō will immediately erase all of the universes. Both Goku and Bergamo agree to the terms. When the fight begins, Bergamo invites Goku to hit him and leaves himself exposed. Goku obliges and strikes Bergamo several times, but Bergamo absorbs the energy of Goku's attacks. He grows stronger and physically larger. Goku continues to attack, which causes Bergamo to grow so large that the ring begins to buckle under his weight. Goku transforms to Super Saiyan Blue, which shocks the gods and quickly overwhelms Bergamo with a Kaioken powered Kamehameha. Bergamo claims every universe participating in the Tournament of Power will seek vengeance on Goku for making them face erasure, but Goku relishes the idea of such a challenge. The Zen Exhibition Match comes to a close and the Tournament of Power will soon begin. The universe with the most fighters remaining or the last fighter standing will be declared the winner. Suddenly, a mysterious fighter from Universe 11 named Toppo appears and challenges Goku to a battle. Goku, who is unsatisfied after his short fight with Bergamo, agrees to fight Toppo. ",3/5/2017,,https://drive.google.com/file/d/1UxdfGAV2ccMry6R7quIV8a1GM9bZ4-vu/preview,20,6
82,Never Forgive Goku! Toppo the Warrior of Justice Intrudes!!,30,"After obtaining Grand Zenō and Future Grand Zenō blessing to proceed, Goku and Toppo begin their battle. Toppo quickly gains the upper hand and dislocates Goku's shoulder. Goku responds by attacking with a flurry of blows, but Toppo manages to grab Goku in a powerful bear hug. He begins squeezing the life out of Goku, which forces Goku to turn Super Saiyan Blue to escape. Goku gains the upper hand in this form and damages Toppo with a Kamehameha. Just as the two power up even more, the Grand Minister puts an end to the fight. As Toppo leaves, he reveals to Goku that Universe 11 has a warrior even stronger than him named Jiren. The Grand Minister begins creating a martial arts arena suitable for the Tournament of Power. In the Sacred World of the Kais, Beerus and Goku get into an argument over Goku's constant relaxed and negligent attitude, which Whis breaks up. The group agrees to convene at the Capsule Corporation to discuss their future strategy. ",3/19/2017,,https://drive.google.com/file/d/1hGWyesOWRoLcQdfVGaViN8y7DCh7n7Sg/preview,20,6
83,Form the Universe 7 Representing Team! Who are the Strongest Ten?!,30,"Goku and the others arrive at Capsule Corporation. They discuss who should be on the team. Goku immediately suggests Monaka, but Beerus tells him that Monaka is sick and cannot participate. Goku and Gohan agree on Vegeta, Piccolo, Krillin, Master Roshi, No. 18, and No. 17, which would bring the total number of fighters up to nine. Trunks and Goten are ruled out due to their inexperience. They proceed to ask Vegeta, who has been thinking of a name for his second child. Vegeta refuses to participate. He says he will not fight, while Bulma is pregnant. Whis uses his time warping ability to birth the baby sooner than expected in order to get Vegeta to agree to the fight. Everyone celebrates the baby's birth. Trunks is slightly disappointed he has a sister because he wanted to train with a younger brother. As soon as the baby is handed to Vegeta, he develops an attachment to her. Bulma names the baby Bulla even though Vegeta hoped to give her the Saiyan name Eschalot. However, Vegeta quickly accepts Bulla's name. Goku leaves to recruit members and heads to Krillin's house. ",3/26/2017,,https://drive.google.com/file/d/1pZbvJ2CtONyBgi1-Yzm-Jf50LwbcuiXt/preview,20,6
